0.93884,4.0736,3.1559,3.7243,1.898,2.1353,0.8444,4.0736,3.1559,3.7243,1.898,2.1353,0.8444,16.594,9.96,13.871,3.6025,4.5596,0.71301
0.084132,4.529,1.7754,4.4613,1.5953,4.7769,3.7258,4.529,1.7754,4.4613,1.5953,4.7769,3.7258,20.511,3.1519,19.904,2.5451,22.818,13.882
0.16295,0.63493,4.985,1.213,4.9303,3.6212,2.3857,0.63493,4.985,1.213,4.9303,3.6212,2.3857,0.40314,24.85,1.4714,24.307,13.113,5.6914
0.047554,4.5669,1.1209,0.64798,3.5909,2.9045,3.2672,4.5669,1.1209,0.64798,3.5909,2.9045,3.2672,20.856,1.2563,0.41988,12.895,8.4359,10.675
0.033355,3.1618,3.2623,1.1253,2.0659,2.7013,4.8329,3.1618,3.2623,1.1253,2.0659,2.7013,4.8329,9.997,10.642,1.2664,4.268,7.297,23.357
0.023537,0.4877,3.025,1.7501,0.49315,3.5272,1.5651,0.4877,3.025,1.7501,0.49315,3.5272,1.5651,0.23785,9.1503,3.0627,0.2432,12.441,2.4497
1.1034,1.3925,1.9362,1.4354,3.6728,0.025144,0.3822,1.3925,1.9362,1.4354,3.6728,0.025144,0.3822,1.939,3.749,2.0604,13.489,0.00063224,0.14607
-0.03309,2.7344,0.71094,4.6374,3.1865,3.9126,3.9571,2.7344,0.71094,4.6374,3.1865,3.9126,3.9571,7.477,0.50543,21.506,10.154,15.308,15.658
-0.051219,4.7875,0.12567,0.25657,0.36921,4.6343,1.8269,4.7875,0.12567,0.25657,0.36921,4.6343,1.8269,22.92,0.015794,0.065828,0.13632,21.477,3.3376
1.0532,4.8244,2.1056,2.9633,0.60254,0.041478,2.9255,4.8244,2.1056,2.9633,0.60254,0.041478,2.9255,23.275,4.4334,8.7813,0.36306,0.0017204,8.5585
-0.030648,0.78807,0.9205,0.81449,4.908,4.1231,0.91668,0.78807,0.9205,0.81449,4.908,4.1231,0.91668,0.62105,0.84732,0.6634,24.088,17,0.84031
0.12183,4.853,3.6289,4.192,2.484,3.8367,0.38459,4.853,3.6289,4.192,2.484,3.8367,0.38459,23.551,13.169,17.573,6.1702,14.72,0.14791
-0.14639,4.7858,1.8518,0.8378,0.11207,4.9857,0.76831,4.7858,1.8518,0.8378,0.11207,4.9857,0.76831,22.904,3.4292,0.70192,0.012559,24.857,0.59031
1.1326,2.4269,4.2078,2.511,0.26916,1.1383,4.1344,2.4269,4.2078,2.511,0.26916,1.1383,4.1344,5.8897,17.706,6.3051,0.072446,1.2956,17.093
-0.072952,4.0014,3.6711,4.9966,0.70437,4.5977,1.5048,4.0014,3.6711,4.9966,0.70437,4.5977,1.5048,16.011,13.477,24.966,0.49614,21.139,2.2644
0.023858,0.70943,2.8551,1.777,4.4674,3.21,1.9194,0.70943,2.8551,1.777,4.4674,3.21,1.9194,0.50329,8.1518,3.1579,19.957,10.304,3.6842
0.73454,2.1088,0.88428,0.23539,2.3291,0.5266,3.2537,2.1088,0.88428,0.23539,2.3291,0.5266,3.2537,4.4471,0.78194,0.055408,5.4247,0.27731,10.587
1.0714,4.5787,4.7869,1.0683,2.8043,1.3408,4.0869,4.5787,4.7869,1.0683,2.8043,1.3408,4.0869,20.964,22.915,1.1413,7.864,1.7978,16.702
-0.14175,3.961,1.3266,1.9892,2.4723,3.8192,3.8313,3.961,1.3266,1.9892,2.4723,3.8192,3.8313,15.69,1.7599,3.9569,6.1122,14.586,14.679
-0.10664,4.7975,4.6229,1.6683,0.33893,4.0276,1.8709,4.7975,4.6229,1.6683,0.33893,4.0276,1.8709,23.016,21.371,2.7834,0.11487,16.221,3.5002
1.1621,3.2787,1.1189,1.148,4.4882,0.52126,0.94931,3.2787,1.1189,1.148,4.4882,0.52126,0.94931,10.75,1.2518,1.3179,20.144,0.27172,0.90119
0.45688,0.17856,1.8678,4.6806,1.4428,2.3488,3.2325,0.17856,1.8678,4.6806,1.4428,2.3488,3.2325,0.031883,3.4887,21.908,2.0817,5.5168,10.449
0.92871,4.2456,0.4375,3.4159,1.3452,1.0953,0.018027,4.2456,0.4375,3.4159,1.3452,1.0953,0.018027,18.026,0.19141,11.669,1.8097,1.1997,0.00032496
0.0062437,4.67,3.2006,4.8106,2.971,4.6135,1.4144,4.67,3.2006,4.8106,2.971,4.6135,1.4144,21.809,10.244,23.142,8.8267,21.285,2.0006
0.08106,3.3937,0.90308,2.1899,2.3794,1.6016,3.193,3.3937,0.90308,2.1899,2.3794,1.6016,3.193,11.517,0.81556,4.7955,5.6615,2.5652,10.195
0.014671,3.7887,0.22526,4.7017,1.8416,4.2877,2.9604,3.7887,0.22526,4.7017,1.8416,4.2877,2.9604,14.354,0.05074,22.106,3.3913,18.385,8.7638
1.1166,3.7157,3.6159,0.029172,3.2781,1.2992,1.6264,3.7157,3.6159,0.029172,3.2781,1.2992,1.6264,13.806,13.074,0.00085098,10.746,1.688,2.6453
0.0068684,1.9611,1.7372,3.0515,4.691,4.3903,4.9448,1.9611,1.7372,3.0515,4.691,4.3903,4.9448,3.8461,3.0178,9.3119,22.006,19.275,24.451
1.1726,3.2774,3.3031,4.0054,3.1021,0.94134,0.61618,3.2774,3.3031,4.0054,3.1021,0.94134,0.61618,10.741,10.91,16.043,9.6232,0.88612,0.37968
-0.14497,0.85593,1.9193,1.1649,1.4142,3.796,3.6794,0.85593,1.9193,1.1649,1.4142,3.796,3.6794,0.73262,3.6839,1.357,2,14.409,13.538
0.97154,3.5302,3.1367,4.6623,1.0259,0.15845,0.78309,3.5302,3.1367,4.6623,1.0259,0.15845,0.78309,12.463,9.8391,21.737,1.0525,0.025105,0.61322
-0.087404,0.15916,0.10825,3.8163,2.1957,3.2117,2.1732,0.15916,0.10825,3.8163,2.1957,3.2117,2.1732,0.025333,0.011718,14.564,4.821,10.315,4.723
1.0357,1.3846,4.5528,4.1322,0.13625,2.8344,4.1612,1.3846,4.5528,4.1322,0.13625,2.8344,4.1612,1.9172,20.728,17.075,0.018564,8.0336,17.316
0.87367,0.23086,4.0028,2.8673,4.3809,1.882,1.7995,0.23086,4.0028,2.8673,4.3809,1.882,1.7995,0.053295,16.022,8.2215,19.192,3.5421,3.2384
0.82404,0.48566,3.7292,3.9629,3.0505,1.0627,0.38119,0.48566,3.7292,3.9629,3.0505,1.0627,0.38119,0.23586,13.907,15.705,9.3053,1.1294,0.14531
-0.039347,4.1173,4.0656,1.6452,1.018,3.9608,2.7846,4.1173,4.0656,1.6452,1.018,3.9608,2.7846,16.952,16.529,2.7067,1.0362,15.688,7.7542
0.81827,3.4741,1.9165,1.1173,2.5996,0.72722,1.3697,3.4741,1.9165,1.1173,2.5996,0.72722,1.3697,12.07,3.6731,1.2484,6.7578,0.52885,1.8759
-0.069863,1.5855,3.0864,1.5619,0.26912,2.4457,0.66027,1.5855,3.0864,1.5619,0.26912,2.4457,0.66027,2.5138,9.5258,2.4396,0.072426,5.9815,0.43596
0.94527,4.7511,2.8775,2.9226,4.3109,0.064229,3.4983,4.7511,2.8775,2.9226,4.3109,0.064229,3.4983,22.573,8.2799,8.5417,18.584,0.0041253,12.238
